MovieID,Title,Genres,Language,Country,Total Views,YEAR
843,Lotto Land (1995),Drama,English,Italy,12632,1995
844,"Story of Xinghua, The (1993)",Drama,German,Canada,83796,1993
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,Spanish,India,77504,1994
846,Flirt (1995),Drama,French,Italy,38951,1995
847,"Big Squeeze, The (1996)",Comedy|Drama,French,Italy,6392,1996
848,"Spitfire Grill, The (1996)",Drama,Italian,Italy,63237,1996
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,French,USA,23590,1996
850,Cyclo (1995),Crime|Drama,French,USA,17584,1995
851,Basquiat (1996),Drama,Spanish,Canada,95858,1996
852,Tin Cup (1996),Comedy|Romance,German,Canada,5788,1996
853,Dingo (1992),Drama,Italian,Canada,79547,1992
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,Italian,France,12156,1958
855,Every Other Weekend (1990),Drama,German,France,19803,1990
856,Mille bolle blu (1993),Comedy,German,UK,83113,1993
857,Crows and Sparrows (1949),Drama,Spanish,Canada,88066,1949
858,"Godfather, The (1972)",Action|Crime|Drama,English,Canada,65751,1972
859,"Hippie Revolution, The (1996)",Documentary,English,Canada,39094,1996
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,Spanish,Italy,85256,1994
861,Supercop (1992),Action|Thriller,English,France,20409,1992
862,Manny & Lo (1996),Drama,English,Canada,28062,1996
863,Celestial Clockwork (1994),Comedy,Spanish,Canada,45863,1994
864,"Wife, The (1995)",Comedy|Drama,Spanish,USA,51790,1995
865,Small Faces (1995),Drama,German,Canada,50258,1995
866,Bound (1996),Crime|Drama|Romance|Thriller,Spanish,USA,95551,1996
867,Carpool (1996),Comedy|Crime,English,Italy,44697,1996
868,Death in Brunswick (1991),Comedy,English,UK,26305,1991
869,Kansas City (1996),Crime,French,Italy,39942,1996
870,Gone Fishin' (1997),Comedy,English,France,6064,1997
871,Lover's Knot (1996),Comedy,German,Canada,47321,1996
872,Aiqing wansui (1994),Drama,German,France,73150,1994
873,Shadow of Angels (Schatten der Engel) (1976),Drama,Spanish,Italy,82546,1976
874,Killer: A Journal of Murder (1995),Crime|Drama,German,UK,7874,1995
875,Nothing to Lose (1994),Drama,French,France,57794,1994
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,Italian,Italy,64083,1993
877,Girls Town (1996),Drama,German,Italy,95091,1996
878,Bye-Bye (1995),Drama,Italian,UK,38317,1995
879,"Relic, The (1997)",Horror,English,UK,6370,1997
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,French,UK,86847,1996
881,First Kid (1996),Children's|Comedy,German,France,22692,1996
882,"Trigger Effect, The (1996)",Drama|Thriller,French,France,66925,1996
884,Sweet Nothing (1995),Drama,English,Canada,95858,1995
885,Bogus (1996),Children's|Drama|Fantasy,French,USA,4720,1996
886,Bulletproof (1996),Action,Italian,Italy,32332,1996
887,Talk of Angels (1998),Drama,German,USA,9981,1998
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,English,France,37253,1995
889,1-900 (1994),Romance,German,Italy,55911,1994
890,Baton Rouge (1988),Thriller,English,France,24486,1988
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,English,Canada,44742,1995
892,Twelfth Night (1996),Comedy|Drama|Romance,Spanish,India,13865,1996
893,Mother Night (1996),Drama,French,Canada,40046,1996
894,Liebelei (1933),Romance,English,UK,21937,1933
895,Venice/Venice (1992),Drama,German,USA,45995,1992
896,Wild Reeds (1994),Drama,Italian,Italy,7841,1994
897,For Whom the Bell Tolls (1943),Adventure|War,English,UK,42100,1943
898,"Philadelphia Story, The (1940)",Comedy|Romance,Spanish,Canada,85473,1940
899,Singin' in the Rain (1952),Musical|Romance,English,Italy,82785,1952
900,"American in Paris, An (1951)",Musical|Romance,French,UK,9796,1951
901,Funny Face (1957),Comedy|Musical,French,UK,82113,1957
902,Breakfast at Tiffany's (1961),Drama|Romance,French,USA,94289,1961
903,Vertigo (1958),Mystery|Thriller,Spanish,France,37296,1958
904,Rear Window (1954),Mystery|Thriller,French,France,27413,1954
905,It Happened One Night (1934),Comedy,Spanish,India,43314,1934
906,Gaslight (1944),Mystery|Thriller,Spanish,Italy,64379,1944
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,Italian,Canada,7544,1934
908,North by Northwest (1959),Drama|Thriller,English,UK,20750,1959
909,"Apartment, The (1960)",Comedy|Drama,English,USA,2561,1960
910,Some Like It Hot (1959),Comedy|Crime,Italian,Canada,2649,1959
911,Charade (1963),Comedy|Mystery|Romance|Thriller,French,India,25377,1963
912,Casablanca (1942),Drama|Romance|War,German,Italy,1863,1942
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,Italian,Italy,13583,1941
914,My Fair Lady (1964),Musical|Romance,Spanish,India,84385,1964
915,Sabrina (1954),Comedy|Romance,Italian,USA,34344,1954
916,Roman Holiday (1953),Comedy|Romance,French,Canada,48201,1953
917,"Little Princess, The (1939)",Children's|Drama,English,Canada,7212,1939
918,Meet Me in St. Louis (1944),Musical,Spanish,France,51824,1944
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,Spanish,France,19850,1939
920,Gone with the Wind (1939),Drama|Romance|War,Spanish,India,84556,1939
921,My Favorite Year (1982),Comedy,English,UK,86435,1982
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,French,India,2021,1950
923,Citizen Kane (1941),Drama,French,France,91403,1941
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,Spanish,Italy,80353,1968
925,Golden Earrings (1947),Adventure|Romance,English,India,92857,1947
926,All About Eve (1950),Drama,French,UK,58157,1950
927,"Women, The (1939)",Comedy,German,Canada,67652,1939
928,Rebecca (1940),Romance|Thriller,Spanish,France,4537,1940
929,Foreign Correspondent (1940),Thriller,French,Italy,55321,1940
930,Notorious (1946),Film-Noir|Romance|Thriller,Italian,Italy,13304,1946
931,Spellbound (1945),Mystery|Romance|Thriller,Spanish,USA,66533,1945
932,"Affair to Remember, An (1957)",Romance,Spanish,Italy,57295,1957
933,To Catch a Thief (1955),Comedy|Romance|Thriller,Spanish,Italy,74357,1955
934,Father of the Bride (1950),Comedy,Spanish,UK,20067,1950
935,"Band Wagon, The (1953)",Comedy|Musical,English,UK,21847,1953
936,Ninotchka (1939),Comedy|Romance,Italian,France,9381,1939
937,Love in the Afternoon (1957),Comedy|Romance,Spanish,India,64602,1957
938,Gigi (1958),Musical,Italian,India,26049,1958
939,"Reluctant Debutante, The (1958)",Comedy|Drama,Italian,Italy,11114,1958
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,Spanish,UK,13607,1938
941,"Mark of Zorro, The (1940)",Adventure,English,Canada,9533,1940
942,Laura (1944),Crime|Film-Noir|Mystery,German,France,7328,1944
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,Italian,Italy,13561,1947
944,Lost Horizon (1937),Drama,German,India,39011,1937
945,Top Hat (1935),Comedy|Musical|Romance,English,UK,52560,1935
946,To Be or Not to Be (1942),Comedy|Drama|War,Spanish,UK,33241,1942
947,My Man Godfrey (1936),Comedy,French,UK,88153,1936
948,Giant (1956),Drama,French,UK,94724,1956
949,East of Eden (1955),Drama,Italian,UK,5450,1955
950,"Thin Man, The (1934)",Mystery,French,Italy,8229,1934
951,His Girl Friday (1940),Comedy,French,Canada,91478,1940
952,Around the World in 80 Days (1956),Adventure|Comedy,German,Italy,63245,1956
953,It's a Wonderful Life (1946),Drama,Spanish,Canada,29867,1946
954,Mr. Smith Goes to Washington (1939),Drama,Italian,Canada,59356,1939
955,Bringing Up Baby (1938),Comedy,Spanish,UK,96030,1938
956,Penny Serenade (1941),Drama|Romance,German,Italy,48502,1941
957,"Scarlet Letter, The (1926)",Drama,German,India,80006,1926
958,Lady of Burlesque (1943),Comedy|Mystery,English,USA,6210,1943
959,Of Human Bondage (1934),Drama,English,Italy,4863,1934
960,Angel on My Shoulder (1946),Crime|Drama,Italian,India,62455,1946
961,Little Lord Fauntleroy (1936),Drama,Italian,Canada,95356,1936
962,They Made Me a Criminal (1939),Crime|Drama,German,UK,92364,1939
963,"Inspector General, The (1949)",Musical,Spanish,Canada,19636,1949
964,Angel and the Badman (1947),Western,Spanish,Canada,8826,1947
965,"39 Steps, The (1935)",Thriller,English,USA,92979,1935
966,"Walk in the Sun, A (1945)",Drama,German,France,43621,1945
967,"Outlaw, The (1943)",Western,German,USA,20590,1943
968,Night of the Living Dead (1968),Horror|Sci-Fi,English,India,59073,1968
969,"African Queen, The (1951)",Action|Adventure|Romance|War,English,Canada,97830,1951
970,Beat the Devil (1954),Comedy|Drama,French,USA,42384,1954
971,Cat on a Hot Tin Roof (1958),Drama,English,UK,75326,1958
972,"Last Time I Saw Paris, The (1954)",Drama,French,Canada,72778,1954
973,Meet John Doe (1941),Drama,Spanish,France,42691,1941
974,Algiers (1938),Drama|Romance,Spanish,UK,3031,1938
975,Something to Sing About (1937),Comedy|Musical,English,France,68010,1937
976,"Farewell to Arms, A (1932)",Romance|War,Spanish,Canada,87793,1932
977,Moonlight Murder (1936),Mystery,Spanish,Canada,88563,1936
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,German,France,88498,1930
979,Nothing Personal (1995),Drama|War,Spanish,Canada,68792,1995
980,In the Line of Duty 2 (1987),Action,Spanish,Canada,69027,1987
981,Dangerous Ground (1997),Drama,Italian,France,84348,1997
982,Picnic (1955),Drama,French,France,40950,1955
983,Madagascar Skin (1995),Romance,English,UK,22918,1995
984,"Pompatus of Love, The (1996)",Comedy|Drama,French,USA,8985,1996
985,Small Wonders (1996),Documentary,English,Italy,5415,1996
986,Fly Away Home (1996),Adventure|Children's,French,Italy,62197,1996
987,Bliss (1997),Drama|Romance,Spanish,USA,20280,1997
988,Grace of My Heart (1996),Comedy|Drama,French,USA,75987,1996
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,English,UK,65338,1995
990,Maximum Risk (1996),Action|Adventure|Thriller,Spanish,Canada,12195,1996
991,Michael Collins (1996),Drama|War,English,India,81343,1996
992,"Rich Man's Wife, The (1996)",Thriller,German,France,92009,1996
993,Infinity (1996),Drama,German,India,40459,1996
994,Big Night (1996),Drama,French,USA,94032,1996
996,Last Man Standing (1996),Action|Drama|Western,French,Italy,37029,1996
997,Caught (1996),Drama|Thriller,English,France,6655,1996
998,Set It Off (1996),Action|Crime,Spanish,France,52879,1996
999,2 Days in the Valley (1996),Crime,English,UK,13698,1996
1000,Curdled (1996),Crime,English,Canada,26530,1996
1001,"Associate, The (L'Associe)(1982)",Comedy,Italian,Italy,9691,1982
1002,Ed's Next Move (1996),Comedy,Italian,Canada,94835,1996
1003,Extreme Measures (1996),Drama|Thriller,French,India,70451,1996
1004,"Glimmer Man, The (1996)",Action|Thriller,Spanish,France,69423,1996
1005,D3: The Mighty Ducks (1996),Children's|Comedy,Italian,USA,74397,1996
1006,"Chamber, The (1996)",Drama,English,USA,89997,1996
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,French,USA,68838,1975
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,Italian,France,28088,1955
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,German,UK,76815,1975
1010,"Love Bug, The (1969)",Children's|Comedy,German,India,62805,1969
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,French,Italy,7136,1974
1012,Old Yeller (1957),Children's|Drama,English,France,18027,1957
1013,"Parent Trap, The (1961)",Children's|Drama,Italian,Italy,57469,1961
1014,Pollyanna (1960),Children's|Comedy|Drama,Spanish,UK,41349,1960
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,English,USA,96687,1993
1016,"Shaggy Dog, The (1959)",Children's|Comedy,Italian,France,63227,1959
1017,Swiss Family Robinson (1960),Adventure|Children's,Spanish,UK,42230,1960
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,German,Italy,37158,1965
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,German,USA,84765,1954
1020,Cool Runnings (1993),Comedy,French,Italy,95670,1993
1021,Angels in the Outfield (1994),Children's|Comedy,English,India,29925,1994
1022,Cinderella (1950),Animation|Children's|Musical,Italian,UK,16371,1950
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,Spanish,UK,27200,1968
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,French,Italy,92094,1945
1025,"Sword in the Stone, The (1963)",Animation|Children's,Italian,USA,99481,1963
1026,So Dear to My Heart (1949),Children's|Drama,English,France,20413,1949
1027,Robin Hood: Prince of Thieves (1991),Drama,English,India,43132,1991
1028,Mary Poppins (1964),Children's|Comedy|Musical,Spanish,UK,55288,1964
1029,Dumbo (1941),Animation|Children's|Musical,Spanish,Canada,5103,1941
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,English,India,77454,1977
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,Spanish,France,16318,1971
1032,Alice in Wonderland (1951),Animation|Children's|Musical,Italian,India,76950,1951
1033,"Fox and the Hound, The (1981)",Animation|Children's,German,UK,74332,1981
1034,Freeway (1996),Crime,French,Canada,35640,1996
1035,"Sound of Music, The (1965)",Musical,Italian,USA,42772,1965
1036,Die Hard (1988),Action|Thriller,German,UK,61917,1988
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,English,Canada,76090,1992
1038,Unhook the Stars (1996),Drama,English,India,85247,1996
1039,Synthetic Pleasures (1995),Documentary,Spanish,Canada,93620,1995
1040,"Secret Agent, The (1996)",Drama,Spanish,USA,7200,1996
1041,Secrets & Lies (1996),Drama,Spanish,France,63977,1996
1042,That Thing You Do! (1996),Comedy,Italian,India,89282,1996
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,Italian,USA,87598,1996
1044,Surviving Picasso (1996),Drama,Spanish,Italy,45283,1996
1045,Love Is All There Is (1996),Comedy|Drama,English,France,87654,1996
1046,Beautiful Thing (1996),Drama|Romance,Spanish,Italy,58654,1996
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,French,India,87336,1996
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,German,USA,68720,1996
1050,Looking for Richard (1996),Documentary|Drama,English,Canada,20049,1996
1051,Trees Lounge (1996),Drama,English,Canada,3152,1996
1052,"Proprietor, The (1996)",Drama,French,UK,86995,1996
1053,Normal Life (1996),Crime|Drama,French,Canada,56209,1996
1054,Get on the Bus (1996),Drama,French,USA,93274,1996
1055,Shadow Conspiracy (1997),Thriller,French,France,65173,1997
1056,Jude (1996),Drama,Spanish,Italy,35191,1996
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Spanish,Italy,12634,1996
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,French,UK,62724,1996
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,French,USA,88884,1996
1060,Swingers (1996),Comedy|Drama,French,USA,90095,1996
1061,Sleepers (1996),Crime|Drama,Italian,Italy,5376,1996
1062,"Sunchaser, The (1996)",Drama,Spanish,France,87692,1996
1063,Johns (1996),Drama,Spanish,USA,24872,1996
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,French,Italy,30581,1996
1065,"Woman in Question, The (1950)",Mystery,German,India,35173,1950
1066,Shall We Dance? (1937),Comedy|Musical|Romance,English,Canada,56811,1937
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,German,Italy,37818,1937
1068,Crossfire (1947),Crime|Film-Noir,French,UK,60801,1947
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,French,France,7210,1944
1070,Macao (1952),Adventure,French,USA,92754,1952
1071,For the Moment (1994),Romance|War,English,Canada,16322,1994
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,English,India,30876,1971
1075,"Sexual Life of the Belgians, The (1994)",Comedy,French,Italy,36562,1994
1076,"Innocents, The (1961)",Thriller,English,India,57444,1961
1077,Sleeper (1973),Comedy|Sci-Fi,English,USA,27280,1973
1078,Bananas (1971),Comedy|War,Spanish,USA,66703,1971
1079,"Fish Called Wanda, A (1988)",Comedy,Spanish,Italy,21192,1988
1080,Monty Python's Life of Brian (1979),Comedy,Spanish,Canada,30391,1979
1081,Victor/Victoria (1982),Comedy|Musical,Spanish,Canada,35370,1982
1082,"Candidate, The (1972)",Drama,French,UK,3260,1972
1083,"Great Race, The (1965)",Comedy|Musical,French,India,57282,1965
1084,Bonnie and Clyde (1967),Crime|Drama,Spanish,India,61814,1967
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,Italian,India,51181,1958
1086,Dial M for Murder (1954),Mystery|Thriller,Italian,France,25223,1954
1087,Madame Butterfly (1995),Musical,German,USA,7093,1995
1088,Dirty Dancing (1987),Musical|Romance,Spanish,France,4491,1987
1089,Reservoir Dogs (1992),Crime|Thriller,French,Canada,23776,1992
1090,Platoon (1986),Drama|War,Spanish,France,30132,1986
1091,Weekend at Bernie's (1989),Comedy,English,Italy,22587,1989
1092,Basic Instinct (1992),Mystery|Thriller,Spanish,USA,2005,1992
1093,"Doors, The (1991)",Drama|Musical,French,Canada,93164,1991
1094,"Crying Game, The (1992)",Drama|Romance|War,Italian,Canada,75017,1992
1095,Glengarry Glen Ross (1992),Drama,Spanish,Canada,8414,1992
1096,Sophie's Choice (1982),Drama,Italian,USA,27036,1982
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,Italian,Canada,4721,1982
1098,"Search for One-eye Jimmy, The (1996)",Comedy,Italian,USA,2197,1996
1099,"Christmas Carol, A (1938)",Drama,German,India,73042,1938
1100,Days of Thunder (1990),Action|Romance,French,UK,67171,1990
1101,Top Gun (1986),Action|Romance,French,France,65060,1986
1102,American Strays (1996),Action,French,Italy,68824,1996
1103,Rebel Without a Cause (1955),Drama,French,India,86307,1955
1104,"Streetcar Named Desire, A (1951)",Drama,German,UK,62773,1951
1105,Children of the Corn IV: The Gathering (1996),Horror,English,France,13238,1996
1106,"Leopard Son, The (1996)",Documentary,French,USA,79034,1996
1107,Loser (1991),Comedy,German,Canada,42903,1991
1108,Prerokbe Ognja (1995),Documentary,French,India,38018,1995
1109,Charm's Incidents (1996),Drama,German,Italy,85388,1996
1110,Bird of Prey (1996),Action,Spanish,USA,81724,1996
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,French,Italy,24738,1996
1112,Palookaville (1996),Action|Drama,Spanish,Italy,63272,1996
1113,"Associate, The (1996)",Comedy,English,India,87522,1996
1114,"Funeral, The (1996)",Drama,German,USA,7338,1996
1115,Sleepover (1995),Comedy|Drama,Spanish,USA,51084,1995
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,Spanish,USA,57325,1995
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,Spanish,Italy,51018,1996
1118,Tashunga (1995),Adventure|Western,English,France,76431,1995
1119,Drunks (1997),Drama,English,France,1302,1997
1120,"People vs. Larry Flynt, The (1996)",Drama,English,UK,60007,1996
1121,Glory Daze (1996),Drama,German,Canada,31201,1996
1122,Plutonium Circus (1995),Documentary,French,France,51633,1995
1123,"Perfect Candidate, A (1996)",Documentary,Spanish,Italy,60459,1996
1124,On Golden Pond (1981),Drama,Italian,Italy,29277,1981
1125,"Return of the Pink Panther, The (1974)",Comedy,English,Canada,15431,1974
1126,Drop Dead Fred (1991),Comedy|Fantasy,English,France,83407,1991
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,French,France,74165,1989
1128,"Fog, The (1980)",Horror,German,UK,95837,1980
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Italian,France,31129,1981
1130,"Howling, The (1980)",Horror,German,Canada,12791,1980
1131,Jean de Florette (1986),Drama,Italian,Italy,91918,1986
1132,Manon of the Spring (Manon des sources) (1986),Drama,French,Canada,73352,1986
1133,Talking About Sex (1994),Comedy|Drama,French,Canada,21454,1994
1134,Johnny 100 Pesos (1993),Action|Drama,Spanish,USA,46855,1993
1135,Private Benjamin (1980),Comedy,Spanish,USA,52306,1980
1136,Monty Python and the Holy Grail (1974),Comedy,German,France,57587,1974
1137,Hustler White (1996),Romance,Spanish,Italy,27361,1996
1138,Dadetown (1995),Documentary,German,Italy,97867,1995
1139,Everything Relative (1996),Drama,Italian,France,63357,1996
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,Spanish,India,66089,1996
1141,Hoogste tijd (1995),Drama,French,India,46470,1995
1142,Get Over It (1996),Drama,English,USA,82680,1996
1143,Three Lives and Only One Death (1996),Comedy,Italian,Italy,69044,1996
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,Spanish,Canada,81384,1996
1145,Snowriders (1996),Documentary,German,Italy,48259,1996
1146,Curtis's Charm (1995),Comedy|Drama,German,UK,52486,1995
1147,When We Were Kings (1996),Documentary,French,India,25791,1996
1148,"Wrong Trousers, The (1993)",Animation|Comedy,Italian,USA,47572,1993
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,French,USA,62768,1994
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,French,Italy,49003,1982
1151,Faust (1994),Animation|Comedy|Thriller,Spanish,India,38273,1994
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,German,India,71286,1948
1153,Raw Deal (1948),Film-Noir,Italian,USA,50731,1948
1154,T-Men (1947),Film-Noir,Italian,Italy,70308,1947
1155,"Invitation, The (Zaproszenie) (1986)",Drama,Spanish,Canada,93190,1986
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,German,France,87074,1942
1157,"Symphonie pastorale, La (1946)",Drama,English,USA,45870,1946
1158,Here Comes Cookie (1935),Comedy,English,UK,32485,1935
1159,Love in Bloom (1935),Romance,English,India,91288,1935
1160,Six of a Kind (1934),Comedy,French,USA,83865,1934
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,English,USA,5566,1979
1162,"Ruling Class, The (1972)",Comedy,Italian,Italy,57253,1972
1163,Mina Tannenbaum (1994),Drama,French,Canada,54709,1994
1164,Two or Three Things I Know About Her (1966),Drama,Spanish,USA,71886,1966
1165,"Bloody Child, The (1996)",Drama|Thriller,English,Italy,71023,1996
1166,Farmer & Chase (1995),Comedy,German,India,88736,1995
1167,Dear God (1996),Comedy,German,Italy,77763,1996
1168,Bad Moon (1996),Horror,French,India,97601,1996
1169,American Dream (1990),Documentary,English,India,40848,1990
1170,Best of the Best 3: No Turning Back (1995),Action,English,UK,55629,1995
1171,Bob Roberts (1992),Comedy,German,Italy,88881,1992
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,Italian,France,69529,1988
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,Spanish,UK,95076,1989
1174,Grosse Fatigue (1994),Comedy,Italian,USA,28818,1994
1175,Delicatessen (1991),Comedy|Sci-Fi,French,USA,3426,1991
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,French,Canada,90284,1991
1177,Enchanted April (1991),Drama,French,India,63643,1991
1178,Paths of Glory (1957),Drama|War,French,India,90902,1957
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,Spanish,Italy,23398,1990
1180,Hear My Song (1991),Comedy,English,USA,97122,1991
1181,"Shooter, The (1995)",Action,German,France,19445,1995
1183,"English Patient, The (1996)",Drama|Romance|War,German,Italy,16634,1996
1184,Mediterraneo (1991),Comedy|War,German,USA,89764,1991
1185,My Left Foot (1989),Drama,German,France,82744,1989
1186,"Sex, Lies, and Videotape (1989)",Drama,Italian,UK,29174,1989
1187,Passion Fish (1992),Drama,English,Italy,81474,1992
1188,Strictly Ballroom (1992),Comedy|Romance,French,France,96608,1992
1189,"Thin Blue Line, The (1988)",Documentary,Italian,Italy,42337,1988
1190,Tie Me Up! Tie Me Down! (1990),Drama,Italian,Italy,32765,1990
1191,Madonna: Truth or Dare (1991),Documentary,Italian,India,35420,1991
1192,Paris Is Burning (1990),Documentary,Italian,India,17028,1990
1193,One Flew Over the Cuckoo's Nest (1975),Drama,Spanish,Canada,1232,1975
1194,Up in Smoke (1978),Comedy,Spanish,France,53795,1978
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,French,UK,51248,1980
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,German,India,57710,1987
1198,Raiders of the Lost Ark (1981),Action|Adventure,French,USA,71150,1981
1199,Brazil (1985),Sci-Fi,German,USA,62614,1985
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,Spanish,UK,22819,1986
1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,French,Italy,38076,1966
1202,Withnail and I (1987),Comedy,German,UK,57432,1987
1203,12 Angry Men (1957),Drama,English,France,86057,1957
1204,Lawrence of Arabia (1962),Adventure|War,Italian,India,65201,1962
1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,French,USA,56789,1986
1206,"Clockwork Orange, A (1971)",Sci-Fi,English,Italy,54685,1971
1207,To Kill a Mockingbird (1962),Drama,Spanish,UK,82187,1962
1208,Apocalypse Now (1979),Drama|War,Italian,India,37669,1979
1209,Once Upon a Time in the West (1969),Western,English,Italy,12718,1969
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,German,India,63619,1983
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,Italian,India,52446,1987
1212,"Third Man, The (1949)",Mystery|Thriller,English,Canada,63519,1949
1213,GoodFellas (1990),Crime|Drama,German,Italy,79459,1990
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,Italian,Canada,30576,1979
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,Spanish,India,76695,1993
1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,Spanish,Italy,94189,1988
1217,Ran (1985),Drama|War,English,UK,18023,1985
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,English,Italy,72204,1989
1219,Psycho (1960),Horror|Thriller,English,USA,68246,1960
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,Italian,India,91263,1980
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,German,Canada,11323,1974
1222,Full Metal Jacket (1987),Action|Drama|War,Spanish,USA,93749,1987
1223,"Grand Day Out, A (1992)",Animation|Comedy,French,France,40471,1992
1224,Henry V (1989),Drama|War,Italian,India,60130,1989
1225,Amadeus (1984),Drama,English,USA,35125,1984
1226,"Quiet Man, The (1952)",Comedy|Romance,French,Canada,69400,1952
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,German,Italy,24933,1984
1228,Raging Bull (1980),Drama,English,Canada,71623,1980
1230,Annie Hall (1977),Comedy|Romance,Spanish,USA,86982,1977
1231,"Right Stuff, The (1983)",Drama,English,UK,20632,1983
1232,Stalker (1979),Mystery|Sci-Fi,Spanish,USA,42831,1979
1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,Spanish,France,54966,1981
1234,"Sting, The (1973)",Comedy|Crime,English,Italy,7551,1973
1235,Harold and Maude (1971),Comedy,German,Canada,53052,1971
1236,Trust (1990),Comedy|Drama,Italian,France,77723,1990
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,German,India,16069,1957
1238,Local Hero (1983),Comedy,English,Canada,68504,1983
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,German,Italy,65134,1984
1241,Braindead (1992),Comedy|Horror,German,UK,50985,1992
1242,Glory (1989),Action|Drama|War,Spanish,UK,45889,1989
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,German,India,71652,1990
