UserID,Age,Gender,Country,SubscriptionStatus,TotalWatchTime,Device
SF_1568,46,F,USA,Subscriber,451,Smart TV
SF_1569,25,F,Canada,Subscriber,306,Desktop
SF_1570,39,M,UK,Free,472,Desktop
SF_1571,46,M,USA,Subscriber,221,Tablet
SF_1572,28,F,India,Free,338,Desktop
SF_1573,61,M,France,Subscriber,69,Mobile
SF_1574,17,M,Italy,Free,94,Mobile
SF_1575,26,F,Canada,Subscriber,164,Tablet
SF_1576,43,F,USA,Free,378,Smart TV
SF_1577,60,M,UK,Free,372,Mobile
SF_1578,39,M,Canada,Subscriber,285,Desktop
SF_1579,59,M,USA,Subscriber,83,Mobile
SF_1580,38,F,France,Free,499,Smart TV
SF_1581,18,F,UK,Subscriber,35,Smart TV
SF_1582,16,M,India,Free,17,Desktop
SF_1583,36,M,UK,Free,154,Mobile
SF_1584,38,M,UK,Subscriber,392,Smart TV
SF_1585,28,M,Italy,Subscriber,137,Tablet
SF_1586,33,M,Italy,Free,139,Tablet
SF_1587,44,F,Canada,Free,364,Smart TV
SF_1588,9,M,UK,Free,79,Mobile
SF_1589,64,M,USA,Subscriber,195,Mobile
SF_1590,27,M,USA,Subscriber,182,Mobile
SF_1591,35,M,Italy,Subscriber,226,Tablet
SF_1592,27,M,UK,Free,289,Smart TV
SF_1593,11,M,Canada,Subscriber,233,Desktop
SF_1594,31,F,USA,Free,395,Smart TV
SF_1595,11,M,USA,Subscriber,303,Desktop
SF_1596,24,F,Italy,Free,273,Mobile
SF_1597,29,M,Canada,Subscriber,345,Smart TV
SF_1598,9,M,Canada,Subscriber,169,Mobile
SF_1599,53,M,France,Subscriber,477,Smart TV
SF_1600,53,M,USA,Subscriber,420,Mobile
SF_1601,40,M,UK,Free,458,Mobile
SF_1602,59,F,USA,Subscriber,95,Desktop
SF_1603,52,F,USA,Free,346,Tablet
SF_1604,58,M,Italy,Free,82,Smart TV
SF_1605,38,F,USA,Free,277,Desktop
SF_1606,44,F,USA,Subscriber,397,Desktop
SF_1607,55,M,UK,Free,397,Mobile
SF_1608,23,M,USA,Free,224,Mobile
SF_1609,64,F,USA,Free,200,Desktop
SF_1610,43,M,Italy,Subscriber,34,Desktop
SF_1611,51,M,France,Free,438,Tablet
SF_1612,12,M,France,Subscriber,105,Mobile
SF_1613,63,M,USA,Free,352,Mobile
SF_1614,44,M,Canada,Subscriber,123,Tablet
SF_1615,55,F,Italy,Free,14,Smart TV
SF_1616,48,M,Canada,Free,439,Tablet
SF_1617,28,M,India,Free,321,Mobile
SF_1618,17,M,Canada,Free,312,Mobile
SF_1619,36,M,France,Free,279,Smart TV
SF_1620,57,M,India,Subscriber,238,Mobile
SF_1621,59,M,Canada,Subscriber,248,Smart TV
SF_1622,32,M,France,Free,324,Smart TV
SF_1623,22,M,UK,Subscriber,98,Desktop
SF_1624,43,M,India,Free,137,Mobile
SF_1625,30,M,France,Subscriber,13,Desktop
SF_1626,53,M,Canada,Free,310,Mobile
SF_1627,19,M,India,Free,94,Smart TV
SF_1628,22,M,India,Free,166,Mobile
SF_1629,63,M,Italy,Subscriber,420,Tablet
SF_1630,36,M,Canada,Subscriber,292,Desktop
SF_1631,12,F,Italy,Subscriber,239,Mobile
SF_1632,28,M,India,Subscriber,166,Mobile
SF_1633,44,F,India,Subscriber,451,Mobile
SF_1634,63,F,UK,Subscriber,136,Mobile
SF_1635,53,M,USA,Free,104,Smart TV
SF_1636,48,F,India,Subscriber,450,Mobile
SF_1637,62,M,UK,Free,156,Smart TV
SF_1638,19,F,UK,Subscriber,184,Smart TV
SF_1639,24,M,Italy,Free,118,Mobile
SF_1640,12,M,USA,Free,83,Desktop
SF_1641,30,M,USA,Free,147,Smart TV
SF_1642,60,M,Canada,Free,175,Smart TV
SF_1643,55,M,UK,Free,324,Tablet
SF_1644,42,M,Italy,Subscriber,347,Smart TV
SF_1645,22,F,UK,Subscriber,359,Mobile
SF_1646,53,M,Italy,Subscriber,152,Tablet
SF_1647,50,M,USA,Subscriber,415,Tablet
SF_1648,35,M,UK,Free,345,Smart TV
SF_1649,54,M,Italy,Subscriber,90,Smart TV
SF_1650,52,M,UK,Subscriber,288,Desktop
SF_1651,21,M,France,Subscriber,26,Desktop
SF_1652,14,M,UK,Subscriber,289,Desktop
SF_1653,58,M,USA,Free,142,Tablet
SF_1654,38,F,Italy,Subscriber,117,Mobile
SF_1655,24,M,UK,Subscriber,102,Tablet
SF_1656,9,M,India,Subscriber,93,Desktop
SF_1657,28,F,Canada,Subscriber,383,Smart TV
SF_1658,62,F,UK,Subscriber,466,Desktop
SF_1659,61,F,Italy,Free,107,Smart TV
SF_1660,12,F,UK,Subscriber,140,Tablet
SF_1661,65,M,Italy,Free,87,Smart TV
SF_1662,45,M,Italy,Subscriber,341,Mobile
SF_1663,57,M,France,Free,310,Desktop
SF_1664,51,F,UK,Subscriber,355,Mobile
SF_1665,30,M,France,Free,346,Mobile
SF_1666,38,M,France,Free,43,Smart TV
SF_1667,37,M,India,Free,241,Desktop
SF_1668,46,M,India,Subscriber,252,Tablet
SF_1669,51,F,Italy,Free,15,Smart TV
SF_1670,52,F,India,Subscriber,320,Smart TV
SF_1671,27,M,UK,Free,399,Mobile
SF_1672,54,M,India,Free,319,Smart TV
SF_1673,17,M,UK,Subscriber,26,Tablet
SF_1674,31,M,USA,Free,87,Smart TV
SF_1675,30,F,Canada,Subscriber,49,Tablet
SF_1676,10,M,UK,Subscriber,445,Mobile
SF_1677,61,M,USA,Subscriber,470,Desktop
SF_1678,49,F,Italy,Free,282,Tablet
SF_1679,45,M,India,Subscriber,423,Tablet
SF_1680,16,M,UK,Free,334,Smart TV
SF_1681,22,M,USA,Subscriber,345,Tablet
SF_1682,42,M,Italy,Subscriber,333,Smart TV
SF_1683,14,F,USA,Subscriber,367,Tablet
SF_1684,41,M,India,Subscriber,482,Mobile
SF_1685,30,M,France,Free,118,Mobile
SF_1686,60,M,UK,Free,326,Mobile
SF_1687,62,M,UK,Subscriber,74,Desktop
SF_1688,31,F,France,Free,459,Smart TV
SF_1689,48,M,Italy,Free,80,Tablet
SF_1690,63,M,Canada,Subscriber,69,Mobile
SF_1691,45,F,France,Free,290,Desktop
SF_1692,11,M,USA,Subscriber,246,Smart TV
SF_1693,62,M,UK,Free,27,Tablet
SF_1694,44,M,UK,Subscriber,466,Smart TV
SF_1695,44,M,Italy,Free,113,Tablet
SF_1696,61,M,France,Free,297,Desktop
SF_1697,30,F,India,Free,440,Mobile
SF_1698,39,M,Canada,Free,144,Desktop
SF_1699,15,F,Canada,Subscriber,349,Desktop
SF_1700,40,M,France,Free,86,Tablet
SF_1701,56,F,USA,Free,156,Smart TV
SF_1702,35,M,India,Subscriber,359,Desktop
SF_1703,63,M,Italy,Free,278,Desktop
SF_1704,63,M,France,Free,377,Mobile
SF_1705,48,F,France,Subscriber,291,Mobile
SF_1706,65,M,India,Subscriber,215,Tablet
SF_1707,56,M,Canada,Free,49,Tablet
SF_1708,12,M,India,Free,102,Smart TV
SF_1709,48,M,USA,Free,198,Mobile
SF_1710,64,M,India,Free,32,Smart TV
SF_1711,14,F,Canada,Subscriber,295,Desktop
SF_1712,16,M,USA,Free,473,Tablet
SF_1713,26,M,Italy,Subscriber,103,Tablet
SF_1714,26,M,UK,Free,208,Mobile
SF_1715,65,M,France,Free,340,Mobile
SF_1716,17,M,UK,Free,142,Tablet
SF_1717,63,F,UK,Subscriber,498,Mobile
SF_1718,52,M,Italy,Subscriber,368,Smart TV
SF_1719,13,M,India,Free,383,Smart TV
SF_1720,44,M,Canada,Free,42,Mobile
SF_1721,50,M,India,Subscriber,275,Smart TV
SF_1722,24,M,USA,Free,214,Desktop
SF_1723,47,M,India,Free,404,Desktop
SF_1724,44,M,UK,Subscriber,260,Smart TV
SF_1725,62,M,UK,Subscriber,21,Smart TV
SF_1726,49,M,UK,Free,378,Tablet
SF_1727,25,M,UK,Free,73,Smart TV
SF_1728,13,M,India,Free,110,Smart TV
SF_1729,57,M,UK,Free,449,Desktop
SF_1730,49,F,USA,Free,160,Desktop
SF_1731,51,F,Canada,Subscriber,113,Mobile
SF_1732,22,M,UK,Subscriber,325,Desktop
SF_1733,28,M,France,Subscriber,462,Mobile
SF_1734,58,M,France,Subscriber,167,Tablet
SF_1735,51,M,France,Free,328,Smart TV
SF_1736,27,M,Canada,Free,19,Mobile
SF_1737,26,M,Italy,Subscriber,217,Tablet
SF_1738,22,M,Italy,Subscriber,371,Tablet
SF_1739,15,M,India,Free,410,Smart TV
SF_1740,34,M,Italy,Free,397,Desktop
SF_1741,39,M,Canada,Subscriber,294,Desktop
SF_1742,29,M,Canada,Free,256,Tablet
SF_1743,55,M,Italy,Subscriber,208,Mobile
SF_1744,45,M,Canada,Subscriber,81,Smart TV
SF_1745,22,M,India,Free,125,Desktop
SF_1746,24,M,Italy,Free,416,Mobile
SF_1747,18,M,UK,Subscriber,395,Smart TV
SF_1748,50,M,Italy,Free,151,Tablet
SF_1749,26,M,Italy,Free,102,Desktop
SF_1750,31,M,Italy,Free,131,Tablet
SF_1751,47,M,UK,Subscriber,498,Mobile
SF_1752,51,M,India,Free,397,Mobile
SF_1753,24,M,India,Free,40,Smart TV
SF_1754,18,M,Canada,Subscriber,100,Mobile
SF_1755,9,F,UK,Free,308,Smart TV
SF_1756,26,F,USA,Subscriber,245,Desktop
SF_1757,47,M,France,Free,412,Tablet
SF_1758,29,F,USA,Free,348,Smart TV
SF_1759,10,M,USA,Subscriber,205,Desktop
SF_1760,65,F,UK,Free,467,Tablet
SF_1761,38,M,Italy,Free,26,Mobile
SF_1762,46,M,Italy,Free,293,Mobile
SF_1763,46,M,India,Subscriber,267,Mobile
SF_1764,28,M,Canada,Subscriber,361,Mobile
SF_1765,52,M,Italy,Free,72,Desktop
SF_1766,26,F,Canada,Free,361,Tablet
SF_1767,28,M,Canada,Subscriber,341,Desktop
SF_1768,56,M,Italy,Subscriber,255,Mobile
SF_1769,33,M,USA,Free,439,Tablet
SF_1770,64,M,UK,Subscriber,212,Desktop
SF_1771,44,M,Canada,Subscriber,374,Tablet
SF_1772,12,M,USA,Free,351,Desktop
SF_1773,50,M,Italy,Subscriber,488,Mobile
SF_1774,10,M,UK,Free,164,Tablet
SF_1775,60,M,Canada,Subscriber,191,Mobile
SF_1776,21,M,Canada,Free,466,Smart TV
SF_1777,21,M,UK,Free,387,Tablet
SF_1778,31,M,India,Free,149,Desktop
SF_1779,34,M,France,Free,478,Mobile
SF_1780,55,M,India,Subscriber,73,Tablet
SF_1781,57,F,UK,Free,153,Mobile
SF_1782,42,M,France,Subscriber,480,Desktop
SF_1783,48,M,UK,Subscriber,59,Smart TV
SF_1784,42,M,Italy,Subscriber,73,Desktop
SF_1785,60,M,France,Subscriber,86,Desktop
SF_1786,58,M,USA,Subscriber,320,Desktop
SF_1787,52,M,France,Subscriber,370,Desktop
SF_1788,40,M,India,Free,390,Smart TV
SF_1789,10,M,USA,Subscriber,25,Smart TV
SF_1790,45,M,Canada,Subscriber,449,Tablet
SF_1791,48,M,Italy,Subscriber,69,Desktop
SF_1792,36,F,USA,Subscriber,414,Desktop
SF_1793,60,M,UK,Subscriber,189,Mobile
SF_1794,49,M,UK,Free,309,Smart TV
SF_1795,40,M,USA,Free,101,Mobile
SF_1796,12,M,France,Free,141,Tablet
SF_1797,26,M,Canada,Subscriber,398,Tablet
SF_1798,35,M,USA,Subscriber,286,Tablet
SF_1799,34,M,India,Free,489,Tablet
SF_1800,34,M,Canada,Subscriber,297,Desktop
SF_1801,48,F,UK,Free,148,Tablet
SF_1802,30,M,USA,Free,386,Smart TV
SF_1803,20,M,Canada,Subscriber,52,Desktop
SF_1804,38,M,France,Subscriber,462,Desktop
SF_1805,24,M,France,Subscriber,488,Desktop
SF_1806,20,M,India,Subscriber,249,Mobile
SF_1807,60,M,USA,Free,270,Tablet
SF_1808,19,F,India,Free,198,Smart TV
SF_1809,61,F,USA,Subscriber,152,Mobile
SF_1810,54,M,Italy,Free,457,Mobile
SF_1811,46,M,Italy,Subscriber,407,Mobile
SF_1812,51,F,Canada,Free,156,Desktop
SF_1813,39,F,France,Subscriber,159,Desktop
SF_1814,64,M,USA,Subscriber,246,Desktop
SF_1815,40,M,India,Subscriber,380,Tablet
SF_1816,44,F,India,Subscriber,365,Mobile
SF_1817,30,M,France,Subscriber,120,Smart TV
SF_1818,16,M,Italy,Subscriber,81,Desktop
SF_1819,17,F,Canada,Subscriber,128,Smart TV
SF_1820,43,M,USA,Subscriber,183,Desktop
SF_1821,13,M,France,Free,445,Tablet
SF_1822,46,F,France,Subscriber,72,Desktop
SF_1823,62,F,Italy,Subscriber,205,Mobile
SF_1824,64,F,Italy,Free,100,Desktop
SF_1825,60,M,USA,Subscriber,319,Desktop
SF_1826,57,M,UK,Free,387,Smart TV
SF_1827,15,F,France,Free,324,Tablet
SF_1828,31,M,UK,Free,76,Tablet
SF_1829,36,M,Canada,Subscriber,208,Desktop
SF_1830,25,M,Italy,Free,318,Mobile
SF_1831,36,M,USA,Free,200,Desktop
SF_1832,41,F,India,Free,258,Mobile
SF_1833,29,M,India,Free,170,Smart TV
SF_1834,54,M,UK,Free,331,Desktop
SF_1835,40,M,India,Subscriber,445,Smart TV
SF_1836,16,M,Canada,Free,249,Desktop
SF_1837,11,M,India,Free,350,Mobile
SF_1838,59,M,USA,Subscriber,464,Mobile
SF_1839,65,M,Italy,Subscriber,106,Mobile
SF_1840,46,M,Canada,Subscriber,147,Smart TV
SF_1841,15,M,Italy,Free,230,Desktop
SF_1842,11,M,Canada,Free,456,Desktop
SF_1843,25,M,France,Subscriber,365,Desktop
SF_1844,34,F,India,Subscriber,289,Smart TV
SF_1845,57,M,Italy,Free,98,Tablet
SF_1846,20,M,India,Subscriber,441,Mobile
SF_1847,13,M,USA,Subscriber,90,Desktop
SF_1848,18,M,Canada,Free,114,Mobile
SF_1849,58,M,UK,Free,239,Smart TV
SF_1850,58,M,India,Subscriber,14,Smart TV
SF_1851,58,M,India,Free,58,Desktop
SF_1852,29,M,Italy,Subscriber,92,Tablet
SF_1853,19,M,USA,Free,145,Smart TV
SF_1854,49,M,Italy,Subscriber,268,Mobile
SF_1855,21,M,USA,Subscriber,178,Tablet
SF_1856,41,M,Italy,Free,175,Mobile
SF_1857,42,M,India,Free,448,Desktop
SF_1858,14,F,UK,Subscriber,352,Smart TV
SF_1859,56,F,Canada,Free,196,Tablet
SF_1860,34,M,France,Free,184,Tablet
SF_1861,46,M,France,Subscriber,114,Tablet
SF_1862,55,M,France,Subscriber,425,Tablet
SF_1863,48,M,India,Free,54,Smart TV
SF_1864,51,M,Canada,Subscriber,296,Mobile
SF_1865,51,F,France,Subscriber,399,Tablet
SF_1866,58,M,Italy,Free,182,Mobile
SF_1867,23,M,UK,Free,71,Desktop
SF_1868,9,M,Italy,Free,307,Desktop
SF_1869,11,M,Italy,Subscriber,357,Mobile
SF_1870,54,M,Canada,Subscriber,159,Smart TV
SF_1871,64,F,Canada,Free,76,Mobile
SF_1872,49,M,UK,Free,349,Smart TV
SF_1873,11,M,France,Subscriber,88,Tablet
SF_1874,14,M,UK,Free,266,Desktop
SF_1875,14,M,UK,Subscriber,418,Desktop
SF_1876,42,M,USA,Subscriber,110,Tablet
SF_1877,45,F,UK,Subscriber,213,Smart TV
SF_1878,59,M,Italy,Free,22,Tablet
SF_1879,14,M,Canada,Subscriber,462,Desktop
SF_1880,35,M,USA,Free,62,Smart TV
SF_1881,39,M,France,Free,436,Smart TV
SF_1882,13,M,USA,Subscriber,54,Desktop
SF_1883,26,F,France,Subscriber,57,Mobile
SF_1884,31,M,India,Subscriber,88,Smart TV
SF_1885,21,M,Italy,Subscriber,242,Mobile
SF_1886,37,M,Italy,Free,103,Mobile
SF_1887,62,M,UK,Free,321,Mobile
SF_1888,29,M,India,Free,413,Smart TV
SF_1889,35,M,India,Subscriber,258,Tablet
SF_1890,61,M,Canada,Subscriber,379,Desktop
SF_1891,59,M,Canada,Free,126,Desktop
SF_1892,44,M,Canada,Subscriber,151,Smart TV
SF_1893,20,F,France,Subscriber,391,Mobile
SF_1894,28,F,UK,Subscriber,257,Smart TV
SF_1895,43,M,France,Free,343,Mobile
SF_1896,51,M,UK,Subscriber,214,Tablet
SF_1897,54,F,USA,Free,219,Mobile
SF_1898,55,M,UK,Subscriber,219,Smart TV
SF_1899,52,F,France,Free,461,Smart TV
SF_1900,52,M,USA,Subscriber,236,Desktop
SF_1901,19,M,Italy,Free,250,Desktop
SF_1902,15,M,UK,Free,214,Desktop
SF_1903,55,M,India,Free,171,Mobile
SF_1904,9,M,Canada,Free,345,Mobile
SF_1905,37,F,France,Free,147,Tablet
SF_1906,60,F,India,Free,327,Tablet
SF_1907,43,M,France,Free,176,Desktop
SF_1908,15,M,Canada,Subscriber,236,Smart TV
SF_1909,65,M,USA,Subscriber,443,Smart TV
SF_1910,47,M,USA,Subscriber,487,Desktop
SF_1911,37,F,Canada,Subscriber,416,Mobile
SF_1912,33,M,USA,Subscriber,260,Desktop
SF_1913,63,M,Italy,Free,374,Mobile
SF_1914,32,F,France,Subscriber,177,Desktop
SF_1915,12,M,Canada,Subscriber,410,Tablet
SF_1916,17,M,India,Subscriber,301,Desktop
SF_1917,45,M,France,Subscriber,388,Smart TV
SF_1918,13,F,Italy,Free,413,Smart TV
SF_1919,38,M,UK,Subscriber,305,Mobile
SF_1920,61,F,UK,Free,412,Mobile
SF_1921,42,M,UK,Subscriber,319,Desktop
SF_1922,25,F,Canada,Free,453,Tablet
SF_1923,44,M,India,Free,21,Mobile
SF_1924,65,F,India,Subscriber,320,Mobile
SF_1925,17,M,Italy,Free,222,Tablet
SF_1926,39,F,Canada,Free,189,Tablet
SF_1927,33,M,USA,Free,132,Desktop
SF_1928,11,M,India,Free,283,Smart TV
SF_1929,36,F,Italy,Free,229,Smart TV
SF_1930,29,M,India,Subscriber,261,Mobile
SF_1931,28,M,Canada,Subscriber,356,Desktop
SF_1932,57,M,India,Subscriber,122,Smart TV
SF_1933,21,M,Italy,Subscriber,302,Smart TV
SF_1934,44,M,Italy,Subscriber,57,Smart TV
SF_1935,24,M,Italy,Free,222,Desktop
SF_1936,37,M,Italy,Subscriber,315,Desktop
SF_1937,28,M,Canada,Free,473,Smart TV
SF_1938,61,F,France,Free,303,Tablet
SF_1939,52,F,UK,Free,386,Smart TV
SF_1940,44,M,Italy,Free,324,Tablet
SF_1941,33,M,USA,Free,399,Tablet
SF_1942,34,M,France,Subscriber,416,Tablet
SF_1943,43,M,France,Free,308,Smart TV
SF_1944,15,F,India,Free,306,Mobile
SF_1945,23,M,Canada,Free,306,Desktop
SF_1946,14,M,India,Subscriber,178,Mobile
SF_1947,18,M,USA,Free,228,Mobile
SF_1948,41,M,India,Free,441,Mobile
SF_1949,58,M,Italy,Subscriber,500,Mobile
SF_1950,13,M,Italy,Subscriber,255,Tablet
SF_1951,53,F,UK,Subscriber,92,Desktop
SF_1952,34,M,India,Subscriber,252,Tablet
SF_1953,40,F,USA,Subscriber,264,Mobile
SF_1954,13,M,UK,Free,86,Smart TV
SF_1955,44,M,UK,Free,468,Mobile
SF_1956,13,M,UK,Subscriber,137,Mobile
SF_1957,63,F,India,Subscriber,101,Tablet
SF_1958,33,F,Canada,Free,391,Smart TV
SF_1959,23,F,France,Free,129,Desktop
SF_1960,9,M,India,Subscriber,359,Desktop
SF_1961,58,F,UK,Subscriber,137,Desktop
SF_1962,26,F,Italy,Subscriber,333,Desktop
SF_1963,23,F,USA,Subscriber,296,Desktop
SF_1964,53,F,Italy,Free,280,Smart TV
SF_1965,22,M,Italy,Subscriber,429,Mobile
SF_1966,21,M,Canada,Subscriber,415,Smart TV
SF_1967,26,M,France,Free,357,Tablet
SF_1968,65,M,UK,Free,195,Mobile
SF_1969,46,F,Italy,Free,277,Smart TV
SF_1970,29,M,France,Free,336,Smart TV
SF_1971,43,F,UK,Subscriber,131,Mobile
SF_1972,40,M,Canada,Free,442,Smart TV
SF_1973,23,M,France,Subscriber,101,Smart TV
SF_1974,40,M,UK,Subscriber,297,Smart TV
SF_1975,11,M,USA,Subscriber,285,Tablet
SF_1976,29,M,India,Free,148,Desktop
SF_1977,64,M,Italy,Free,151,Smart TV
SF_1978,23,M,USA,Free,361,Smart TV
SF_1979,44,M,Italy,Free,68,Mobile
SF_1980,60,M,Canada,Free,315,Smart TV
SF_1981,29,M,India,Free,303,Mobile
SF_1982,62,M,France,Free,148,Tablet
SF_1983,11,M,UK,Free,343,Desktop
SF_1984,39,M,UK,Subscriber,382,Desktop
SF_1985,29,M,France,Free,43,Smart TV
SF_1986,21,M,India,Subscriber,235,Desktop
SF_1987,18,M,Italy,Subscriber,346,Tablet
SF_1988,44,F,India,Free,368,Mobile
SF_1989,19,M,France,Subscriber,351,Smart TV
SF_1990,15,M,USA,Subscriber,497,Tablet
SF_1991,61,M,France,Subscriber,309,Desktop
SF_1992,27,M,France,Free,416,Desktop
SF_1993,58,M,USA,Free,115,Smart TV
SF_1994,56,M,Italy,Free,256,Mobile
SF_1995,61,M,France,Free,142,Smart TV
SF_1996,47,M,Italy,Free,238,Tablet
SF_1997,24,M,India,Free,142,Tablet
SF_1998,42,F,USA,Free,86,Tablet
SF_1999,61,F,USA,Subscriber,119,Smart TV
SF_2000,48,M,India,Subscriber,495,Smart TV
SF_2001,12,M,Canada,Free,387,Mobile
SF_2002,60,F,India,Free,139,Tablet
SF_2003,27,M,USA,Free,309,Mobile
SF_2004,19,M,France,Subscriber,490,Smart TV
SF_2005,16,M,Canada,Subscriber,355,Desktop
SF_2006,62,M,India,Free,364,Mobile
SF_2007,36,M,Italy,Subscriber,253,Smart TV
SF_2008,37,M,Canada,Free,114,Smart TV
SF_2009,18,F,India,Subscriber,332,Desktop
SF_2010,65,M,USA,Free,45,Tablet
SF_2011,31,F,France,Free,253,Smart TV
SF_2012,63,M,India,Subscriber,374,Desktop
SF_2013,64,M,India,Subscriber,164,Smart TV
SF_2014,13,M,Canada,Subscriber,272,Tablet
SF_2015,25,M,USA,Subscriber,233,Mobile
SF_2016,10,F,USA,Subscriber,101,Mobile
SF_2017,57,M,Canada,Free,127,Desktop
SF_2018,29,M,UK,Free,78,Tablet
SF_2019,43,M,India,Free,400,Mobile
SF_2020,19,M,UK,Subscriber,196,Tablet
SF_2021,20,M,Canada,Free,214,Desktop
SF_2022,59,M,India,Subscriber,33,Smart TV
SF_2023,59,M,Italy,Free,269,Mobile
SF_2024,17,M,France,Subscriber,163,Tablet
SF_2025,44,M,France,Subscriber,256,Tablet
SF_2026,17,M,Canada,Subscriber,379,Smart TV
SF_2027,65,F,Italy,Subscriber,223,Mobile
SF_2028,12,M,Italy,Free,158,Desktop
SF_2029,62,F,Italy,Subscriber,260,Desktop
SF_2030,17,M,Canada,Subscriber,233,Tablet
SF_2031,35,M,India,Subscriber,426,Smart TV
SF_2032,36,M,Italy,Subscriber,491,Tablet
SF_2033,23,F,Italy,Free,74,Mobile
SF_2034,28,F,India,Free,383,Smart TV
SF_2035,48,F,USA,Free,354,Smart TV
SF_2036,24,F,India,Free,293,Smart TV
SF_2037,48,M,France,Subscriber,284,Tablet
SF_2038,59,F,USA,Free,460,Desktop
SF_2039,18,M,Italy,Subscriber,385,Tablet
SF_2040,13,F,UK,Free,249,Mobile
SF_2041,44,F,Italy,Free,334,Desktop
SF_2042,9,M,Canada,Subscriber,262,Desktop
SF_2043,14,M,India,Free,308,Smart TV
SF_2044,47,F,France,Free,353,Tablet
SF_2045,63,F,France,Free,339,Desktop
SF_2046,37,M,India,Subscriber,308,Smart TV
SF_2047,23,M,Canada,Subscriber,391,Mobile
SF_2048,21,M,USA,Free,32,Smart TV
SF_2049,34,F,USA,Subscriber,453,Tablet
SF_2050,51,F,India,Free,256,Tablet
SF_2051,52,M,Canada,Free,432,Mobile
SF_2052,53,M,UK,Free,172,Tablet
SF_2053,42,M,India,Free,495,Desktop
SF_2054,25,M,Italy,Free,434,Desktop
SF_2055,53,M,France,Free,48,Mobile
SF_2056,26,M,USA,Free,344,Mobile
SF_2057,56,M,UK,Subscriber,152,Desktop
SF_2058,62,F,UK,Subscriber,411,Tablet
SF_2059,48,M,Italy,Subscriber,179,Smart TV
SF_2060,17,M,Canada,Subscriber,496,Smart TV
SF_2061,39,M,France,Subscriber,456,Tablet
SF_2062,16,M,USA,Free,126,Tablet
SF_2063,57,M,France,Free,105,Desktop
SF_2064,53,M,France,Subscriber,469,Mobile
SF_2065,48,M,UK,Free,248,Tablet
SF_2066,56,F,Canada,Free,193,Smart TV
SF_2067,10,M,Canada,Free,500,Tablet
SF_2068,54,F,India,Free,61,Smart TV
SF_2069,35,M,Canada,Subscriber,38,Tablet
SF_2070,35,F,UK,Subscriber,403,Mobile
SF_2071,17,M,USA,Subscriber,359,Tablet
SF_2072,15,F,USA,Free,172,Tablet
SF_2073,16,F,France,Free,377,Desktop
SF_2074,52,M,France,Free,407,Tablet
SF_2075,55,F,UK,Subscriber,127,Mobile
SF_2076,24,M,India,Subscriber,417,Tablet
SF_2077,42,M,Italy,Free,490,Smart TV
SF_2078,22,M,India,Subscriber,355,Mobile
SF_2079,34,M,France,Free,334,Desktop
SF_2080,13,M,Italy,Free,301,Smart TV
SF_2081,48,M,Italy,Subscriber,190,Tablet
SF_2082,27,M,India,Free,214,Smart TV
SF_2083,29,M,France,Subscriber,213,Tablet
SF_2084,60,M,UK,Subscriber,302,Desktop
SF_2085,21,M,Italy,Subscriber,194,Smart TV
SF_2086,50,M,USA,Subscriber,113,Mobile
SF_2087,46,M,India,Subscriber,225,Desktop
SF_2088,26,M,Italy,Subscriber,258,Mobile
SF_2089,47,M,Canada,Subscriber,448,Smart TV
SF_2090,61,M,Canada,Free,227,Tablet
SF_2091,53,F,France,Subscriber,98,Smart TV
SF_2092,46,M,India,Subscriber,64,Desktop
SF_2093,17,M,Canada,Subscriber,134,Mobile
SF_2094,46,M,India,Subscriber,409,Tablet
SF_2095,48,M,France,Free,67,Tablet
SF_2096,20,F,USA,Subscriber,126,Tablet
SF_2097,43,M,India,Subscriber,355,Tablet
SF_2098,57,M,USA,Subscriber,121,Desktop
SF_2099,44,F,Canada,Subscriber,435,Mobile
SF_2100,23,F,India,Subscriber,194,Smart TV
SF_2101,45,M,Italy,Free,254,Smart TV
SF_2102,48,M,USA,Subscriber,350,Smart TV
SF_2103,17,M,UK,Subscriber,302,Desktop
SF_2104,15,M,Italy,Free,215,Smart TV
SF_2105,58,M,USA,Subscriber,279,Smart TV
SF_2106,11,F,Italy,Free,459,Mobile
SF_2107,59,M,Italy,Subscriber,63,Smart TV
SF_2108,41,M,France,Subscriber,72,Mobile
SF_2109,39,M,India,Free,277,Smart TV
SF_2110,9,M,India,Subscriber,338,Mobile
SF_2111,32,M,France,Free,426,Smart TV
SF_2112,12,F,India,Subscriber,184,Tablet
SF_2113,17,M,India,Subscriber,367,Mobile
SF_2114,59,M,India,Free,392,Desktop
SF_2115,21,M,UK,Free,475,Mobile
SF_2116,63,M,India,Free,491,Smart TV
SF_2117,52,M,Canada,Free,112,Tablet
SF_2118,10,M,Canada,Free,415,Tablet
SF_2119,21,M,India,Free,261,Mobile
SF_2120,30,M,USA,Subscriber,187,Mobile
SF_2121,10,M,UK,Free,461,Desktop
SF_2122,61,M,Canada,Free,355,Smart TV
SF_2123,11,F,Canada,Free,279,Mobile
SF_2124,43,M,India,Free,129,Smart TV
SF_2125,15,M,India,Subscriber,498,Desktop
SF_2126,13,M,Canada,Subscriber,361,Tablet
SF_2127,23,M,UK,Subscriber,119,Smart TV
SF_2128,35,F,Canada,Free,287,Smart TV
SF_2129,19,M,UK,Free,256,Tablet
SF_2130,39,M,India,Free,45,Mobile
