MovieID,Title,Genres,Language,Country,Total Views
936,Ninotchka (1939),Comedy|Romance,Italian,France,9381
937,Love in the Afternoon (1957),Comedy|Romance,Spanish,India,64602
938,Gigi (1958),Musical,Italian,India,26049
939,"Reluctant Debutante, The (1958)",Comedy|Drama,Italian,Italy,11114
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,Spanish,UK,13607
941,"Mark of Zorro, The (1940)",Adventure,English,Canada,9533
942,Laura (1944),Crime|Film-Noir|Mystery,German,France,7328
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,Italian,Italy,13561
944,Lost Horizon (1937),Drama,German,India,39011
945,Top Hat (1935),Comedy|Musical|Romance,English,UK,52560
946,To Be or Not to Be (1942),Comedy|Drama|War,Spanish,UK,33241
947,My Man Godfrey (1936),Comedy,French,UK,88153
948,Giant (1956),Drama,French,UK,94724
949,East of Eden (1955),Drama,Italian,UK,5450
950,"Thin Man, The (1934)",Mystery,French,Italy,8229
951,His Girl Friday (1940),Comedy,French,Canada,91478
952,Around the World in 80 Days (1956),Adventure|Comedy,German,Italy,63245
953,It's a Wonderful Life (1946),Drama,Spanish,Canada,29867
954,Mr. Smith Goes to Washington (1939),Drama,Italian,Canada,59356
955,Bringing Up Baby (1938),Comedy,Spanish,UK,96030
956,Penny Serenade (1941),Drama|Romance,German,Italy,48502
957,"Scarlet Letter, The (1926)",Drama,German,India,80006
958,Lady of Burlesque (1943),Comedy|Mystery,English,USA,6210
959,Of Human Bondage (1934),Drama,English,Italy,4863
960,Angel on My Shoulder (1946),Crime|Drama,Italian,India,62455
961,Little Lord Fauntleroy (1936),Drama,Italian,Canada,95356
962,They Made Me a Criminal (1939),Crime|Drama,German,UK,92364
963,"Inspector General, The (1949)",Musical,Spanish,Canada,19636
964,Angel and the Badman (1947),Western,Spanish,Canada,8826
965,"39 Steps, The (1935)",Thriller,English,USA,92979
966,"Walk in the Sun, A (1945)",Drama,German,France,43621
967,"Outlaw, The (1943)",Western,German,USA,20590
968,Night of the Living Dead (1968),Horror|Sci-Fi,English,India,59073
969,"African Queen, The (1951)",Action|Adventure|Romance|War,English,Canada,97830
970,Beat the Devil (1954),Comedy|Drama,French,USA,42384
971,Cat on a Hot Tin Roof (1958),Drama,English,UK,75326
972,"Last Time I Saw Paris, The (1954)",Drama,French,Canada,72778
973,Meet John Doe (1941),Drama,Spanish,France,42691
974,Algiers (1938),Drama|Romance,Spanish,UK,3031
975,Something to Sing About (1937),Comedy|Musical,English,France,68010
976,"Farewell to Arms, A (1932)",Romance|War,Spanish,Canada,87793
977,Moonlight Murder (1936),Mystery,Spanish,Canada,88563
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,German,France,88498
979,Nothing Personal (1995),Drama|War,Spanish,Canada,68792
980,In the Line of Duty 2 (1987),Action,Spanish,Canada,69027
981,Dangerous Ground (1997),Drama,Italian,France,84348
982,Picnic (1955),Drama,French,France,40950
983,Madagascar Skin (1995),Romance,English,UK,22918
984,"Pompatus of Love, The (1996)",Comedy|Drama,French,USA,8985
985,Small Wonders (1996),Documentary,English,Italy,5415
986,Fly Away Home (1996),Adventure|Children's,French,Italy,62197
987,Bliss (1997),Drama|Romance,Spanish,USA,20280
988,Grace of My Heart (1996),Comedy|Drama,French,USA,75987
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,English,UK,65338
990,Maximum Risk (1996),Action|Adventure|Thriller,Spanish,Canada,12195
991,Michael Collins (1996),Drama|War,English,India,81343
992,"Rich Man's Wife, The (1996)",Thriller,German,France,92009
993,Infinity (1996),Drama,German,India,40459
994,Big Night (1996),Drama,French,USA,94032
996,Last Man Standing (1996),Action|Drama|Western,French,Italy,37029
997,Caught (1996),Drama|Thriller,English,France,6655
998,Set It Off (1996),Action|Crime,Spanish,France,52879
999,2 Days in the Valley (1996),Crime,English,UK,13698
1000,Curdled (1996),Crime,English,Canada,26530
1001,"Associate, The (L'Associe)(1982)",Comedy,Italian,Italy,9691
1002,Ed's Next Move (1996),Comedy,Italian,Canada,94835
1003,Extreme Measures (1996),Drama|Thriller,French,India,70451
1004,"Glimmer Man, The (1996)",Action|Thriller,Spanish,France,69423
1005,D3: The Mighty Ducks (1996),Children's|Comedy,Italian,USA,74397
1006,"Chamber, The (1996)",Drama,English,USA,89997
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,French,USA,68838
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,Italian,France,28088
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,German,UK,76815
1010,"Love Bug, The (1969)",Children's|Comedy,German,India,62805
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,French,Italy,7136
1012,Old Yeller (1957),Children's|Drama,English,France,18027
1013,"Parent Trap, The (1961)",Children's|Drama,Italian,Italy,57469
1014,Pollyanna (1960),Children's|Comedy|Drama,Spanish,UK,41349
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,English,USA,96687
1016,"Shaggy Dog, The (1959)",Children's|Comedy,Italian,France,63227
1017,Swiss Family Robinson (1960),Adventure|Children's,Spanish,UK,42230
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,German,Italy,37158
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,German,USA,84765
1020,Cool Runnings (1993),Comedy,French,Italy,95670
1021,Angels in the Outfield (1994),Children's|Comedy,English,India,29925
1022,Cinderella (1950),Animation|Children's|Musical,Italian,UK,16371
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,Spanish,UK,27200
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,French,Italy,92094
1025,"Sword in the Stone, The (1963)",Animation|Children's,Italian,USA,99481
1026,So Dear to My Heart (1949),Children's|Drama,English,France,20413
1027,Robin Hood: Prince of Thieves (1991),Drama,English,India,43132
1028,Mary Poppins (1964),Children's|Comedy|Musical,Spanish,UK,55288
1029,Dumbo (1941),Animation|Children's|Musical,Spanish,Canada,5103
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,English,India,77454
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,Spanish,France,16318
1032,Alice in Wonderland (1951),Animation|Children's|Musical,Italian,India,76950
1033,"Fox and the Hound, The (1981)",Animation|Children's,German,UK,74332
1034,Freeway (1996),Crime,French,Canada,35640
1035,"Sound of Music, The (1965)",Musical,Italian,USA,42772
1036,Die Hard (1988),Action|Thriller,German,UK,61917
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,English,Canada,76090
1038,Unhook the Stars (1996),Drama,English,India,85247
1039,Synthetic Pleasures (1995),Documentary,Spanish,Canada,93620
1040,"Secret Agent, The (1996)",Drama,Spanish,USA,7200
1041,Secrets & Lies (1996),Drama,Spanish,France,63977
1042,That Thing You Do! (1996),Comedy,Italian,India,89282
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,Italian,USA,87598
1044,Surviving Picasso (1996),Drama,Spanish,Italy,45283
1045,Love Is All There Is (1996),Comedy|Drama,English,France,87654
1046,Beautiful Thing (1996),Drama|Romance,Spanish,Italy,58654
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,French,India,87336
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,German,USA,68720
1050,Looking for Richard (1996),Documentary|Drama,English,Canada,20049
1051,Trees Lounge (1996),Drama,English,Canada,3152
1052,"Proprietor, The (1996)",Drama,French,UK,86995
1053,Normal Life (1996),Crime|Drama,French,Canada,56209
1054,Get on the Bus (1996),Drama,French,USA,93274
1055,Shadow Conspiracy (1997),Thriller,French,France,65173
1056,Jude (1996),Drama,Spanish,Italy,35191
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Spanish,Italy,12634
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,French,UK,62724
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,French,USA,88884
1060,Swingers (1996),Comedy|Drama,French,USA,90095
1061,Sleepers (1996),Crime|Drama,Italian,Italy,5376
1062,"Sunchaser, The (1996)",Drama,Spanish,France,87692
1063,Johns (1996),Drama,Spanish,USA,24872
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,French,Italy,30581
1065,"Woman in Question, The (1950)",Mystery,German,India,35173
1066,Shall We Dance? (1937),Comedy|Musical|Romance,English,Canada,56811
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,German,Italy,37818
1068,Crossfire (1947),Crime|Film-Noir,French,UK,60801
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,French,France,7210
1070,Macao (1952),Adventure,French,USA,92754
1071,For the Moment (1994),Romance|War,English,Canada,16322
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,English,India,30876
1075,"Sexual Life of the Belgians, The (1994)",Comedy,French,Italy,36562
1076,"Innocents, The (1961)",Thriller,English,India,57444
1077,Sleeper (1973),Comedy|Sci-Fi,English,USA,27280
1078,Bananas (1971),Comedy|War,Spanish,USA,66703
1079,"Fish Called Wanda, A (1988)",Comedy,Spanish,Italy,21192
1080,Monty Python's Life of Brian (1979),Comedy,Spanish,Canada,30391
1081,Victor/Victoria (1982),Comedy|Musical,Spanish,Canada,35370
1082,"Candidate, The (1972)",Drama,French,UK,3260
1083,"Great Race, The (1965)",Comedy|Musical,French,India,57282
1084,Bonnie and Clyde (1967),Crime|Drama,Spanish,India,61814
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,Italian,India,51181
1086,Dial M for Murder (1954),Mystery|Thriller,Italian,France,25223
1087,Madame Butterfly (1995),Musical,German,USA,7093
1088,Dirty Dancing (1987),Musical|Romance,Spanish,France,4491
1089,Reservoir Dogs (1992),Crime|Thriller,French,Canada,23776
1090,Platoon (1986),Drama|War,Spanish,France,30132
1091,Weekend at Bernie's (1989),Comedy,English,Italy,22587
1092,Basic Instinct (1992),Mystery|Thriller,Spanish,USA,2005
1093,"Doors, The (1991)",Drama|Musical,French,Canada,93164
1094,"Crying Game, The (1992)",Drama|Romance|War,Italian,Canada,75017
1095,Glengarry Glen Ross (1992),Drama,Spanish,Canada,8414
1096,Sophie's Choice (1982),Drama,Italian,USA,27036
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,Italian,Canada,4721
1098,"Search for One-eye Jimmy, The (1996)",Comedy,Italian,USA,2197
1099,"Christmas Carol, A (1938)",Drama,German,India,73042
1100,Days of Thunder (1990),Action|Romance,French,UK,67171
1101,Top Gun (1986),Action|Romance,French,France,65060
1102,American Strays (1996),Action,French,Italy,68824
1103,Rebel Without a Cause (1955),Drama,French,India,86307
1104,"Streetcar Named Desire, A (1951)",Drama,German,UK,62773
1105,Children of the Corn IV: The Gathering (1996),Horror,English,France,13238
1106,"Leopard Son, The (1996)",Documentary,French,USA,79034
1107,Loser (1991),Comedy,German,Canada,42903
1108,Prerokbe Ognja (1995),Documentary,French,India,38018
1109,Charm's Incidents (1996),Drama,German,Italy,85388
1110,Bird of Prey (1996),Action,Spanish,USA,81724
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,French,Italy,24738
1112,Palookaville (1996),Action|Drama,Spanish,Italy,63272
1113,"Associate, The (1996)",Comedy,English,India,87522
1114,"Funeral, The (1996)",Drama,German,USA,7338
1115,Sleepover (1995),Comedy|Drama,Spanish,USA,51084
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,Spanish,USA,57325
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,Spanish,Italy,51018
1118,Tashunga (1995),Adventure|Western,English,France,76431
1119,Drunks (1997),Drama,English,France,1302
1120,"People vs. Larry Flynt, The (1996)",Drama,English,UK,60007
1121,Glory Daze (1996),Drama,German,Canada,31201
1122,Plutonium Circus (1995),Documentary,French,France,51633
1123,"Perfect Candidate, A (1996)",Documentary,Spanish,Italy,60459
1124,On Golden Pond (1981),Drama,Italian,Italy,29277
1125,"Return of the Pink Panther, The (1974)",Comedy,English,Canada,15431
1126,Drop Dead Fred (1991),Comedy|Fantasy,English,France,83407
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,French,France,74165
1128,"Fog, The (1980)",Horror,German,UK,95837
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Italian,France,31129
1130,"Howling, The (1980)",Horror,German,Canada,12791
1131,Jean de Florette (1986),Drama,Italian,Italy,91918
1132,Manon of the Spring (Manon des sources) (1986),Drama,French,Canada,73352
1133,Talking About Sex (1994),Comedy|Drama,French,Canada,21454
1134,Johnny 100 Pesos (1993),Action|Drama,Spanish,USA,46855
1135,Private Benjamin (1980),Comedy,Spanish,USA,52306
1136,Monty Python and the Holy Grail (1974),Comedy,German,France,57587
1137,Hustler White (1996),Romance,Spanish,Italy,27361
1138,Dadetown (1995),Documentary,German,Italy,97867
1139,Everything Relative (1996),Drama,Italian,France,63357
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,Spanish,India,66089
1141,Hoogste tijd (1995),Drama,French,India,46470
1142,Get Over It (1996),Drama,English,USA,82680
1143,Three Lives and Only One Death (1996),Comedy,Italian,Italy,69044
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,Spanish,Canada,81384
1145,Snowriders (1996),Documentary,German,Italy,48259
1146,Curtis's Charm (1995),Comedy|Drama,German,UK,52486
1147,When We Were Kings (1996),Documentary,French,India,25791
1148,"Wrong Trousers, The (1993)",Animation|Comedy,Italian,USA,47572
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,French,USA,62768
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,French,Italy,49003
1151,Faust (1994),Animation|Comedy|Thriller,Spanish,India,38273
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,German,India,71286
1153,Raw Deal (1948),Film-Noir,Italian,USA,50731
1154,T-Men (1947),Film-Noir,Italian,Italy,70308
1155,"Invitation, The (Zaproszenie) (1986)",Drama,Spanish,Canada,93190
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,German,France,87074
1157,"Symphonie pastorale, La (1946)",Drama,English,USA,45870
1158,Here Comes Cookie (1935),Comedy,English,UK,32485
1159,Love in Bloom (1935),Romance,English,India,91288
1160,Six of a Kind (1934),Comedy,French,USA,83865
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,English,USA,5566
1162,"Ruling Class, The (1972)",Comedy,Italian,Italy,57253
1163,Mina Tannenbaum (1994),Drama,French,Canada,54709
1164,Two or Three Things I Know About Her (1966),Drama,Spanish,USA,71886
1165,"Bloody Child, The (1996)",Drama|Thriller,English,Italy,71023
1166,Farmer & Chase (1995),Comedy,German,India,88736
1167,Dear God (1996),Comedy,German,Italy,77763
1168,Bad Moon (1996),Horror,French,India,97601
1169,American Dream (1990),Documentary,English,India,40848
1170,Best of the Best 3: No Turning Back (1995),Action,English,UK,55629
1171,Bob Roberts (1992),Comedy,German,Italy,88881
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,Italian,France,69529
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,Spanish,UK,95076
1174,Grosse Fatigue (1994),Comedy,Italian,USA,28818
1175,Delicatessen (1991),Comedy|Sci-Fi,French,USA,3426
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,French,Canada,90284
1177,Enchanted April (1991),Drama,French,India,63643
1178,Paths of Glory (1957),Drama|War,French,India,90902
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,Spanish,Italy,23398
1180,Hear My Song (1991),Comedy,English,USA,97122
1181,"Shooter, The (1995)",Action,German,France,19445
1183,"English Patient, The (1996)",Drama|Romance|War,German,Italy,16634
1184,Mediterraneo (1991),Comedy|War,German,USA,89764
1185,My Left Foot (1989),Drama,German,France,82744
1186,"Sex, Lies, and Videotape (1989)",Drama,Italian,UK,29174
1187,Passion Fish (1992),Drama,English,Italy,81474
1188,Strictly Ballroom (1992),Comedy|Romance,French,France,96608
1189,"Thin Blue Line, The (1988)",Documentary,Italian,Italy,42337
1190,Tie Me Up! Tie Me Down! (1990),Drama,Italian,Italy,32765
1191,Madonna: Truth or Dare (1991),Documentary,Italian,India,35420
1192,Paris Is Burning (1990),Documentary,Italian,India,17028
1193,One Flew Over the Cuckoo's Nest (1975),Drama,Spanish,Canada,1232
1194,Up in Smoke (1978),Comedy,Spanish,France,53795
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,French,UK,51248
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,German,India,57710
1198,Raiders of the Lost Ark (1981),Action|Adventure,French,USA,71150
1199,Brazil (1985),Sci-Fi,German,USA,62614
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,Spanish,UK,22819
1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,French,Italy,38076
1202,Withnail and I (1987),Comedy,German,UK,57432
1203,12 Angry Men (1957),Drama,English,France,86057
1204,Lawrence of Arabia (1962),Adventure|War,Italian,India,65201
1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,French,USA,56789
1206,"Clockwork Orange, A (1971)",Sci-Fi,English,Italy,54685
1207,To Kill a Mockingbird (1962),Drama,Spanish,UK,82187
1208,Apocalypse Now (1979),Drama|War,Italian,India,37669
1209,Once Upon a Time in the West (1969),Western,English,Italy,12718
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,German,India,63619
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,Italian,India,52446
1212,"Third Man, The (1949)",Mystery|Thriller,English,Canada,63519
1213,GoodFellas (1990),Crime|Drama,German,Italy,79459
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,Italian,Canada,30576
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,Spanish,India,76695
1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,Spanish,Italy,94189
1217,Ran (1985),Drama|War,English,UK,18023
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,English,Italy,72204
1219,Psycho (1960),Horror|Thriller,English,USA,68246
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,Italian,India,91263
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,German,Canada,11323
1222,Full Metal Jacket (1987),Action|Drama|War,Spanish,USA,93749
1223,"Grand Day Out, A (1992)",Animation|Comedy,French,France,40471
1224,Henry V (1989),Drama|War,Italian,India,60130
1225,Amadeus (1984),Drama,English,USA,35125
1226,"Quiet Man, The (1952)",Comedy|Romance,French,Canada,69400
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,German,Italy,24933
1228,Raging Bull (1980),Drama,English,Canada,71623
1230,Annie Hall (1977),Comedy|Romance,Spanish,USA,86982
1231,"Right Stuff, The (1983)",Drama,English,UK,20632
1232,Stalker (1979),Mystery|Sci-Fi,Spanish,USA,42831
1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,Spanish,France,54966
1234,"Sting, The (1973)",Comedy|Crime,English,Italy,7551
1235,Harold and Maude (1971),Comedy,German,Canada,53052
1236,Trust (1990),Comedy|Drama,Italian,France,77723
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,German,India,16069
1238,Local Hero (1983),Comedy,English,Canada,68504
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,German,Italy,65134
1241,Braindead (1992),Comedy|Horror,German,UK,50985
1242,Glory (1989),Action|Drama|War,Spanish,UK,45889
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,German,India,71652
1244,Manhattan (1979),Comedy|Drama|Romance,English,Italy,91304
1245,Miller's Crossing (1990),Drama,German,UK,10496
1246,Dead Poets Society (1989),Drama,Italian,India,89427
1247,"Graduate, The (1967)",Drama|Romance,Italian,France,5467
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,Spanish,UK,85841
1249,Nikita (La Femme Nikita) (1990),Thriller,Spanish,UK,39920
1250,"Bridge on the River Kwai, The (1957)",Drama|War,Spanish,France,99859
1251,8 1/2 (1963),Drama,Spanish,France,60129
1252,Chinatown (1974),Film-Noir|Mystery|Thriller,German,Canada,80660
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,German,USA,80192
1254,"Treasure of the Sierra Madre, The (1948)",Adventure,French,USA,42029
1255,Bad Taste (1987),Comedy|Horror,English,Canada,31704
1256,Duck Soup (1933),Comedy|War,German,Italy,23008
1257,Better Off Dead... (1985),Comedy,Italian,Italy,36238
1258,"Shining, The (1980)",Horror,English,Canada,98569
1259,Stand by Me (1986),Adventure|Comedy|Drama,French,India,80570
1260,M (1931),Crime|Film-Noir|Thriller,English,USA,80431
1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,Spanish,USA,48609
1262,"Great Escape, The (1963)",Adventure|War,Spanish,Italy,59339
1263,"Deer Hunter, The (1978)",Drama|War,English,France,8453
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,Italian,UK,68373
1265,Groundhog Day (1993),Comedy|Romance,Italian,USA,62733
1266,Unforgiven (1992),Western,German,Italy,72363
1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,Spanish,Italy,90587
1268,Pump Up the Volume (1990),Drama,Spanish,India,17655
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,German,India,57770
1270,Back to the Future (1985),Comedy|Sci-Fi,French,USA,32620
1271,Fried Green Tomatoes (1991),Drama,Spanish,France,49506
1272,Patton (1970),Drama|War,Spanish,UK,12849
1273,Down by Law (1986),Comedy|Drama,Italian,UK,71438
1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,German,France,50823
1275,Highlander (1986),Action|Adventure,Spanish,India,69243
1276,Cool Hand Luke (1967),Comedy|Drama,English,Italy,91756
1277,Cyrano de Bergerac (1990),Action|Drama|Romance,Spanish,UK,43925
1278,Young Frankenstein (1974),Comedy|Horror,French,USA,69524
1279,Night on Earth (1991),Comedy|Drama,Spanish,USA,42853
1280,Raise the Red Lantern (1991),Drama,Spanish,India,65300
1281,"Great Dictator, The (1940)",Comedy,Spanish,India,1549
1282,Fantasia (1940),Animation|Children's|Musical,German,Canada,73394
1283,High Noon (1952),Western,German,Italy,92253
1284,"Big Sleep, The (1946)",Film-Noir|Mystery,English,UK,66942
1285,Heathers (1989),Comedy,Italian,India,95090
1286,Somewhere in Time (1980),Drama|Romance,Italian,India,10176
1287,Ben-Hur (1959),Action|Adventure|Drama,Italian,India,6909
1288,This Is Spinal Tap (1984),Comedy|Drama|Musical,Spanish,USA,40829
1289,Koyaanisqatsi (1983),Documentary|War,French,Italy,59676
1290,Some Kind of Wonderful (1987),Drama|Romance,Spanish,USA,51229
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,German,Italy,46925
1292,Being There (1979),Comedy,Spanish,Italy,73803
1293,Gandhi (1982),Drama,Spanish,Canada,79783
1294,M*A*S*H (1970),Comedy|War,Italian,Italy,88965
1295,"Unbearable Lightness of Being, The (1988)",Drama,German,Italy,27604
1296,"Room with a View, A (1986)",Drama|Romance,English,Italy,12754
1297,Real Genius (1985),Comedy,Italian,Canada,39978
1298,Pink Floyd - The Wall (1982),Drama|Musical|War,Spanish,Italy,93258
1299,"Killing Fields, The (1984)",Drama|War,Italian,Italy,95847
1300,My Life as a Dog (Mitt liv som hund) (1985),Drama,English,France,97722
1301,Forbidden Planet (1956),Sci-Fi,German,India,57033
1302,Field of Dreams (1989),Drama,German,Italy,17533
1303,"Man Who Would Be King, The (1975)",Adventure,Italian,Italy,34561
1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,German,India,92205
1305,"Paris, Texas (1984)",Drama,Spanish,France,77097
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,French,France,62782
1307,When Harry Met Sally... (1989),Comedy|Romance,French,USA,46433
1308,I Shot a Man in Vegas (1995),Comedy,Spanish,France,95793
1309,Parallel Sons (1995),Drama|Romance,German,UK,61004
1310,Hype! (1996),Documentary,English,UK,98406
1311,Santa with Muscles (1996),Comedy,French,France,7392
1312,Female Perversions (1996),Drama,English,Italy,87719
1313,Mad Dog Time (1996),Crime,Spanish,Canada,52722
1314,Breathing Room (1996),Romance,Spanish,UK,71882
1315,Paris Was a Woman (1995),Documentary,German,France,14404
1316,Anna (1996),Drama,Italian,France,55723
1317,I'm Not Rappaport (1996),Comedy,Spanish,UK,82739
1318,Blue Juice (1995),Comedy|Drama,Spanish,India,39428
1319,Kids of Survival (1993),Documentary,German,UK,94040
1320,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,Italian,Canada,40566
1321,"American Werewolf in London, An (1981)",Horror,Spanish,UK,81073
1322,Amityville 1992: It's About Time (1992),Horror,Italian,UK,46259
1323,Amityville 3-D (1983),Horror,Italian,India,48593
1324,Amityville: Dollhouse (1996),Horror,Italian,USA,89405
1325,Amityville: A New Generation (1993),Horror,Italian,Italy,14950
1326,Amityville II: The Possession (1982),Horror,English,USA,7354
1327,"Amityville Horror, The (1979)",Horror,French,France,54082
1328,"Amityville Curse, The (1990)",Horror,Italian,France,23452
1329,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,Italian,India,15325
1330,April Fool's Day (1986),Comedy|Horror,Italian,UK,47372
1331,Audrey Rose (1977),Horror,English,USA,48775
1332,"Believers, The (1987)",Horror|Thriller,Italian,Canada,83534
1333,"Birds, The (1963)",Horror,Spanish,Italy,40646
1334,"Blob, The (1958)",Horror|Sci-Fi,Italian,France,87596
1335,Blood Beach (1981),Action|Horror,French,France,22483
1336,Body Parts (1991),Horror,Italian,USA,96567
1337,"Body Snatcher, The (1945)",Horror,Spanish,France,34434
1339,Bram Stoker's Dracula (1992),Horror|Romance,Spanish,Italy,99574
1340,Bride of Frankenstein (1935),Horror,Italian,Italy,13835
1341,Burnt Offerings (1976),Horror,Italian,USA,8605
1342,Candyman (1992),Horror,English,UK,92607
1343,Cape Fear (1991),Thriller,English,UK,1915
1344,Cape Fear (1962),Film-Noir|Thriller,German,USA,23895
1345,Carrie (1976),Horror,English,Italy,88659
1346,Cat People (1982),Horror,English,France,87155
1347,"Nightmare on Elm Street, A (1984)",Horror,Italian,Canada,15057
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,Spanish,France,86963
1349,Nosferatu a Venezia (1986),Horror,French,Italy,73026
1350,"Omen, The (1976)",Horror,English,India,35621
1351,Blood & Wine (1997),Drama,German,France,26696
1352,Albino Alligator (1996),Crime|Thriller,Italian,Canada,17711
1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance,English,Italy,19197
1354,Breaking the Waves (1996),Drama,Italian,Italy,21473
1355,Nightwatch (1997),Horror|Thriller,Spanish,France,66352
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,French,UK,76221
1357,Shine (1996),Drama|Romance,English,Italy,47335
1358,Sling Blade (1996),Drama|Thriller,Italian,India,65610
1359,Jingle All the Way (1996),Adventure|Children's|Comedy,English,India,10027
1360,Identification of a Woman (Identificazione di una donna) (1982),Drama,German,USA,74810
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,Italian,India,90489
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,French,USA,91434
1363,"Preacher's Wife, The (1996)",Drama,Italian,USA,34022
1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Action,Spanish,France,60151
1365,Ridicule (1996),Drama,French,India,12530
1366,"Crucible, The (1996)",Drama,Italian,Canada,95661
1367,101 Dalmatians (1996),Children's|Comedy,Italian,USA,37963
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama,German,Italy,92211
